position,11x,11y,angle,percentage,polarity
"11,13,15",307,335,278.2794556281596,58.27945562815961,1
"11,13,15",307,335,270.6432523082221,50.64325230822209,1
"11,13,15",306,334,263.1124922276948,43.112492227694815,1
"11,13,15",305,334,257.11517504486926,37.11517504486926,1
"11,13,15",305,334,249.28808840202888,29.288088402028876,1
"11,13,15",305,334,238.83971941666348,18.839719416663485,1
"11,13,15",305,334,233.286974756122,13.286974756121992,1
"11,13,15",305,334,224.20012093674572,4.200120936745719,1
"11,13,15",305,332,218.13343116044848,0.0,1
"11,13,15",305,331,210.94622033146715,0.0,1
"11,13,15",304,330,204.02553051729168,0.0,1
"11,13,15",303,330,198.57925618149667,0.0,1
"11,13,15",302,329,192.40441134496032,0.0,1
"11,13,15",301,329,188.30013884714052,0.0,1
"11,13,15",299,329,185.9351712309518,0.0,1
"11,13,15",297,329,182.62131016086227,0.0,1
"11,13,15",296,328,179.89350239120913,0.0,1
"11,13,15",296,328,177.50469881822448,0.0,1
"11,13,15",295,326,177.02639784359573,0.0,1
"11,13,15",294,325,177.18252190666868,0.0,1
"11,13,15",293,325,176.5825543198721,0.0,1
"11,13,15",293,323,177.99099963429947,0.0,1
"11,13,15",293,323,178.77593859265585,0.0,1
"11,13,15",293,322,179.72115071245477,0.0,1
"11,13,15",293,321,180.3704346547809,0.0,1
"11,13,15",293,321,180.709386987161,0.0,1
"11,13,15",293,323,182.21630029216817,0.0,1
"11,13,15",294,323,182.3334379568378,0.0,1
"11,13,15",294,323,182.65056668577296,0.0,1
"11,13,15",295,323,182.7341682436126,0.0,1
"11,13,15",296,324,182.71643691452468,0.0,1
"11,13,15",296,325,183.3718142787701,0.0,1
"11,13,15",297,326,184.05208634107655,0.0,1
"11,13,15",298,326,185.14306905128822,0.0,1
"11,13,15",299,327,185.49920070288755,0.0,1
"11,13,15",299,327,185.9061411137705,0.0,1
"11,13,15",299,326,184.7414331923335,0.0,1
"11,13,15",299,326,185.0086459842434,0.0,1
"11,13,15",299,325,184.55933815568505,0.0,1
"11,13,15",299,324,184.0364072101883,0.0,1
"11,13,15",299,324,184.0364072101883,0.0,1
"11,13,15",299,324,184.0364072101883,0.0,1
"11,13,15",299,323,184.09840854210674,0.0,1
"11,13,15",299,323,183.69968932142717,0.0,1
"11,13,15",299,323,183.08936905080301,0.0,1
"11,13,15",298,321,182.16050045248613,0.0,1
"11,13,15",298,320,181.3056606572691,0.0,1
"11,13,15",297,320,181.36568119397887,0.0,1
"11,13,15",297,320,180.96458793490606,0.0,1
"11,13,15",296,322,181.25927386369736,0.0,1
"11,13,15",296,322,182.4111933016389,0.0,1
"11,13,15",296,322,183.01879266437408,0.0,1
"11,13,15",296,322,183.32342176028897,0.0,1
"11,13,15",295,322,183.2464012981221,0.0,1
"11,13,15",294,321,183.59863863228463,0.0,1
"11,13,15",293,321,183.90322444414622,0.0,1
"11,13,15",292,321,184.14076235248208,0.0,1
"11,13,15",292,321,184.18367311376844,0.0,1
"11,13,15",291,321,184.48760486397083,0.0,1
"11,13,15",291,321,184.48760486397083,0.0,1
"11,13,15",290,321,184.79197297603454,0.0,1
"11,13,15",290,321,184.79197297603454,0.0,1
"11,13,15",290,321,184.81977245222689,0.0,1
"11,13,15",290,320,184.9277616466838,0.0,1
"11,13,15",290,320,184.8880372854641,0.0,1
"11,13,15",290,320,184.47204323248502,0.0,1
"11,13,15",290,320,185.1673723247226,0.0,1
"11,13,15",290,320,185.125157411262,0.0,1
"11,13,15",290,319,185.1673723247226,0.0,1
